Starting Queue Size: 1000
Task Time Range: 1 to 100
Time: 1, Queue Size: 990, Servers: 11, Busy Servers: 10, Utilization: 90.9091%, Requests Processed: 0
Time: 5869, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1216
Time: 5871, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1216
Time: 5873, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1216
Time: 5875, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1216
Time: 5877, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1216
New request added! Current Queue Size: 3
Time: 5879, Queue Size: 3, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1217
Time: 5881, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5883, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5885, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5887, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5889, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5891, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5893, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5895, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5897, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5899, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5901, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5903, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5905, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5907, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5909, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5911, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
New request added! Current Queue Size: 4
Time: 5913, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1217
Time: 5915, Queue Size: 4, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1218
Time: 5917, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1218
Time: 5919, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1218
Time: 5921, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1218
Time: 5923, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1218
Time: 5925, Queue Size: 4, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1219
New request added! Current Queue Size: 4
Time: 5927, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1219
New request added! Current Queue Size: 3
Time: 5929, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1219
Time: 5931, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1219
Time: 5933, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1219
Time: 5935, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1219
Time: 5937, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1219
Time: 5939, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1219
Time: 5941, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1219
Time: 5943, Queue Size: 3, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1220
New request added! Current Queue Size: 3
Time: 5945, Queue Size: 2, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1221
Time: 5947, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5949, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5951, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5953, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5955, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5957, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5959, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5961, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5963, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5965, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
Time: 5967, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1221
New request added! Current Queue Size: 2
Time: 5969, Queue Size: 2, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1222
Time: 5971, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5973, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5975, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
New request added! Current Queue Size: 1
Time: 5977, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5979, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5981, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5983, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
New request added! Current Queue Size: 1
Time: 5985, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5987, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5989, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5991, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5993, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5995, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5997, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 5999, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6001, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6003, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6005, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6007, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6009, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6011, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6013, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6015, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6017, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
New request added! Current Queue Size: 2
Time: 6019, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6021, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6023, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6025, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6027, Queue Size: 2, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6029, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6031, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6033, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6035, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6037, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6039, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
New request added! Current Queue Size: 4
Time: 6041, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6043, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
New request added! Current Queue Size: 4
Time: 6045, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6047, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
New request added! Current Queue Size: 5
Time: 6049, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6051, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6053, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
Time: 6055, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1222
New request added! Current Queue Size: 5
Time: 6057, Queue Size: 5, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1223
New request added! Current Queue Size: 5
Time: 6059, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1223
Time: 6061, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1223
Time: 6063, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1223
Time: 6065, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1223
Time: 6067, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1223
Time: 6069, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1223
Time: 6071, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1223
Time: 6073, Queue Size: 5, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1224
Time: 6075, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6077, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6079, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
New request added! Current Queue Size: 4
Time: 6081, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6083, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6085, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6087, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6089, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6091, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6093, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6095, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6097, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6099, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6101, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6103, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6105, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6107, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6109, Queue Size: 6, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1224
Time: 6111, Queue Size: 6, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1225
Time: 6113, Queue Size: 5, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1226
Time: 6115, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
New request added! Current Queue Size: 4
Time: 6117, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
Time: 6119, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
Time: 6121, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
New request added! Current Queue Size: 4
Time: 6123, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
Time: 6125, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
Time: 6127, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
Time: 6129, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
Time: 6131, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
Time: 6133, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1226
Time: 6135, Queue Size: 5, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1227
Time: 6137, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1227
Time: 6139, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1227
Time: 6141, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1227
Time: 6143, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1227
Time: 6145, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1227
New request added! Current Queue Size: 5
Time: 6147, Queue Size: 5, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1228
Time: 6149, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1228
Time: 6151, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1228
Time: 6153, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1228
Time: 6155, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1228
Time: 6157, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1228
Time: 6159, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1228
Time: 6161, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1228
New request added! Current Queue Size: 4
Time: 6163, Queue Size: 4, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1229
Time: 6165, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6167, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6169, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6171, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6173, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
New request added! Current Queue Size: 3
Time: 6175, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6177, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
New request added! Current Queue Size: 3
Time: 6179, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6181, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6183, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6185, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6187, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6189, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6191, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
New request added! Current Queue Size: 4
Time: 6193, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6195, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6197, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
New request added! Current Queue Size: 5
Time: 6199, Queue Size: 5, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1229
Time: 6201, Queue Size: 5, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1230
Time: 6203, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6205, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6207, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6209, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6211, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6213, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6215, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6217, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
New request added! Current Queue Size: 4
Time: 6219, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6221, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6223, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6225, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6227, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6229, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6231, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
New request added! Current Queue Size: 4
Time: 6233, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6235, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6237, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
New request added! Current Queue Size: 4
Time: 6239, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6241, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1230
Time: 6243, Queue Size: 5, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1231
New request added! Current Queue Size: 5
Time: 6245, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6247, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
New request added! Current Queue Size: 4
Time: 6249, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6251, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6253, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6255, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
New request added! Current Queue Size: 4
Time: 6257, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6259, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6261, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6263, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6265, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
New request added! Current Queue Size: 4
Time: 6267, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6269, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6271, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6273, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6275, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6277, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1231
Time: 6279, Queue Size: 4, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1232
Time: 6281, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1232
Time: 6283, Queue Size: 4, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1232
Time: 6285, Queue Size: 4, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1233
Time: 6287, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6289, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6291, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6293, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6295, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6297, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6299, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6301, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6303, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6305, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6307, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
New request added! Current Queue Size: 3
Time: 6309, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6311, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6313, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6315, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6317, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6319, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6321, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6323, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6325, Queue Size: 3, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1233
Time: 6327, Queue Size: 3, Servers: 5, Busy Servers: 3, Utilization: 60%, Requests Processed: 1235
Time: 6329, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1235
Time: 6331, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1235
Time: 6333, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1235
Time: 6335, Queue Size: 1, Servers: 5, Busy Servers: 5, Utilization: 100%, Requests Processed: 1235
Time: 6337, Queue Size: 1, Servers: 5, Busy Servers: 4, Utilization: 80%, Requests Processed: 1236
New request added! Current Queue Size: 1
Time: 6339, Queue Size: 0, Servers: 4, Busy Servers: 4, Utilization: 100%, Requests Processed: 1236
Time: 6341, Queue Size: 0, Servers: 3, Busy Servers: 3, Utilization: 100%, Requests Processed: 1236
Time: 6343, Queue Size: 0, Servers: 2, Busy Servers: 2, Utilization: 100%, Requests Processed: 1236
Time: 6345, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1236
Time: 6347, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1236
Time: 6349, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1236
Time: 6351, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1236
Time: 6353, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1236
Time: 6355, Queue Size: 1, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1236
Time: 6357, Queue Size: 1, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1236
Time: 6359, Queue Size: 1, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1236
Time: 6361, Queue Size: 1, Servers: 1, Busy Servers: 0, Utilization: 0%, Requests Processed: 1237
Time: 6363, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1237
New request added! Current Queue Size: 0
Time: 6365, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1237
Time: 6367, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1237
Time: 6369, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1237
Time: 6371, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1237
Time: 6373, Queue Size: 0, Servers: 1, Busy Servers: 1, Utilization: 100%, Requests Processed: 1237
